50	64
50	64
50	64
50	64
50	64
50	64
50	64
50	64
50	64
50	64
50	64
50	64
50	64
50	64
50	64
50	64
50	64
50	64
50	64
50	64
50	64
50	64
50	64
50	64
50	64
50	64
50	64
50	64
52	64
59	64
67	64
72	64
76	65
83	66
89	67
96	67
105	67
113	67
116	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
117	69
120	69
125	69
133	69
140	69
144	68
152	68
156	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	68
157	69
157	72
157	76
157	82
155	86
147	96
134	107
116	118
104	126
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
102	127
101	124
92	108
82	90
72	77
67	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
66	71
62	65
51	49
38	28
37	27
37	27
37	27
37	27
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
37	29
38	29
68	29
105	29
120	30
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	31
122	40
124	54
124	67
124	74
117	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
115	84
108	84
102	84
88	86
74	90
63	102
61	111
70	124
80	127
90	125
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
92	124
89	119
86	112
84	108
82	102
81	96
77	91
77	86
77	85
75	82
75	80
75	80
75	80
75	80
75	80
75	80
75	80
75	80
75	80
75	80
75	80
